Departure_ScheduledTimeUTC_DateTime,Departure_TimeStatus_Code,Arrival_AirportCode,Arrival_ScheduledTimeUTC_DateTime,Arrival_ActualTimeUTC_DateTime,Arrival_TimeStatus_Code,Delay_minutes
2024-08-06T02:45Z,DL,AYT,2024-08-06T06,2024-08-06T08,DL,132.0
2024-08-06T02:45Z,DL,AYT,2024-08-06T06,2024-08-06T06,DL,39.0
2024-08-06T02:45Z,DL,PMI,2024-08-06T04,2024-08-06T05,DL,25.0
2024-08-06T02:50Z,DL,CFU,2024-08-06T05,2024-08-06T07,DL,164.0
2024-08-06T02:50Z,DL,SUF,2024-08-06T05,2024-08-06T06,DL,69.0
2024-08-06T03:00Z,DL,BOJ,2024-08-06T05,2024-08-06T09,DL,208.0
2024-08-06T03:00Z,DL,VAR,2024-08-06T05,2024-08-06T07,DL,103.0
2024-08-06T03:00Z,DL,XRY,2024-08-06T06,2024-08-06T06,DL,56.0
2024-08-06T03:00Z,DL,PMI,2024-08-06T05,2024-08-06T05,DL,38.0
2024-08-06T03:30Z,OT,RHO,2024-08-06T06,2024-08-06T06,OT,10.0
2024-08-06T03:55Z,DL,HER,2024-08-06T06,2024-08-06T07,DL,42.0
2024-08-06T04:15Z,FE,BER,2024-08-06T05,2024-08-06T05,FE,-22.0
2024-08-06T04:15Z,DL,ADA,2024-08-06T07,2024-08-06T08,DL,25.0
2024-08-06T04:40Z,OT,FAO,2024-08-06T07,2024-08-06T08,OT,5.0
2024-08-06T04:40Z,OT,ZRH,2024-08-06T05,2024-08-06T05,FE,-2.0
2024-08-06T04:40Z,FE,VIE,2024-08-06T06,2024-08-06T05,FE,-10.0
2024-08-06T04:45Z,FE,BER,2024-08-06T05,2024-08-06T05,FE,-17.0
2024-08-06T04:45Z,OT,CTA,2024-08-06T07,2024-08-06T07,OT,3.0
2024-08-06T04:45Z,OT,BRE,2024-08-06T05,2024-08-06T05,OT,2.0
2024-08-06T04:50Z,OT,LCY,2024-08-06T06,2024-08-06T06,OT,3.0
2024-08-06T04:55Z,DL,PMI,2024-08-06T07,2024-08-06T07,DL,40.0
2024-08-06T04:55Z,OT,BRU,2024-08-06T05,2024-08-06T05,FE,-4.0
2024-08-06T05:00Z,OT,STR,2024-08-06T05,2024-08-06T05,OT,8.0
2024-08-06T05:00Z,OT,ARN,2024-08-06T07,2024-08-06T06,FE,-6.0
2024-08-06T05:00Z,DL,OSL,2024-08-06T07,2024-08-06T07,DL,10.0
2024-08-06T05:00Z,OT,LHR,2024-08-06T06,2024-08-06T06,OT,2.0
2024-08-06T05:00Z,FE,BSL,2024-08-06T05,2024-08-06T05,FE,-2.0
2024-08-06T05:05Z,OT,HAJ,2024-08-06T05,2024-08-06T05,FE,-6.0
2024-08-06T05:05Z,OT,DUS,2024-08-06T05,2024-08-06T05,FE,-3.0
2024-08-06T05:05Z,DL,LUX,2024-08-06T05,2024-08-06T06,DL,49.0
2024-08-06T05:05Z,OT,DUB,2024-08-06T07,2024-08-06T07,FE,-7.0
2024-08-06T05:10Z,FE,MXP,2024-08-06T06,2024-08-06T06,FE,-8.0
2024-08-06T05:10Z,OT,BUD,2024-08-06T06,2024-08-06T06,OT,3.0
2024-08-06T05:15Z,OT,MUC,2024-08-06T06,2024-08-06T06,FE,-8.0
2024-08-06T05:15Z,OT,LEJ,2024-08-06T06,2024-08-06T06,FE,-8.0
2024-08-06T05:20Z,OT,CPH,2024-08-06T06,2024-08-06T06,OT,0.0
2024-08-06T05:20Z,OT,WAW,2024-08-06T06,2024-08-06T07,OT,6.0
2024-08-06T05:20Z,OT,WAW,2024-08-06T07,2024-08-06T07,OT,0.0
2024-08-06T05:30Z,OT,HAM,2024-08-06T06,2024-08-06T06,OT,9.0
2024-08-06T05:30Z,OT,FCO,2024-08-06T07,2024-08-06T07,OT,9.0
2024-08-06T05:30Z,OT,GVA,2024-08-06T06,2024-08-06T06,FE,-3.0
2024-08-06T05:35Z,FE,MAN,2024-08-06T07,2024-08-06T07,FE,-9.0
2024-08-06T05:35Z,OT,BCN,2024-08-06T07,2024-08-06T07,FE,-9.0
2024-08-06T05:40Z,OT,TLS,2024-08-06T07,2024-08-06T07,FE,-6.0
2024-08-06T05:45Z,OT,BER,2024-08-06T06,2024-08-06T06,FE,-13.0
2024-08-06T05:50Z,OT,AMS,2024-08-06T07,2024-08-06T07,OT,9.0
2024-08-06T05:50Z,OT,ZRH,2024-08-06T06,2024-08-06T06,FE,-2.0
2024-08-06T05:55Z,OT,BHX,2024-08-06T07,2024-08-06T07,FE,-6.0
2024-08-06T06:00Z,FE,HAM,2024-08-06T07,2024-08-06T06,FE,-8.0
2024-08-06T06:00Z,OT,BOD,2024-08-06T07,2024-08-06T07,OT,1.0
2024-08-06T06:00Z,OT,LHR,2024-08-06T07,2024-08-06T07,OT,6.0
2024-08-06T06:00Z,DL,AYT,2024-08-06T09,2024-08-06T10,DL,35.0
2024-08-06T03:00Z,DL,BOJ,2024-08-06T05,2024-08-06T09,DL,208.0
2024-08-06T05:05Z,DL,LUX,2024-08-06T05,2024-08-06T06,DL,49.0
2024-08-06T05:50Z,OT,AMS,2024-08-06T07,2024-08-06T07,OT,9.0
2024-08-06T06:00Z,FE,HAM,2024-08-06T07,2024-08-06T06,FE,-8.0
2024-08-06T06:00Z,OT,BOD,2024-08-06T07,2024-08-06T07,OT,1.0
2024-08-06T06:00Z,OT,LHR,2024-08-06T07,2024-08-06T07,OT,6.0
2024-08-06T06:00Z,DL,AYT,2024-08-06T09,2024-08-06T10,DL,35.0
2024-08-06T06:05Z,OT,FLR,2024-08-06T07,2024-08-06T07,OT,2.0
2024-08-06T06:05Z,DL,SOF,2024-08-06T08,2024-08-06T08,DL,15.0
2024-08-06T06:15Z,OT,LCY,2024-08-06T07,2024-08-06T07,OT,8.0
2024-08-06T06:15Z,OT,PSA,2024-08-06T07,2024-08-06T07,OT,13.0
2024-08-06T06:15Z,OT,MUC,2024-08-06T07,2024-08-06T07,FE,-5.0
2024-08-06T06:20Z,FE,VIE,2024-08-06T07,2024-08-06T07,FE,-15.0
2024-08-06T06:25Z,FE,MRS,2024-08-06T08,2024-08-06T07,FE,-3.0
2024-08-06T06:35Z,OT,GRZ,2024-08-06T07,2024-08-06T07,FE,-3.0
2024-08-06T06:35Z,DL,CDG,2024-08-06T07,2024-08-06T09,DL,96.0
2024-08-06T06:35Z,OT,PRG,2024-08-06T07,2024-08-06T07,FE,-2.0
2024-08-06T06:35Z,DL,JFK,2024-08-06T15,2024-08-06T15,DL,7.0
2024-08-06T06:45Z,OT,LIN,2024-08-06T07,2024-08-06T07,FE,-1.0
2024-08-06T06:45Z,OT,BER,2024-08-06T07,2024-08-06T07,FE,-13.0
2024-08-06T06:45Z,OT,BLQ,2024-08-06T08,2024-08-06T08,OT,7.0
2024-08-06T06:45Z,OT,RNS,2024-08-06T08,2024-08-06T08,OT,3.0
2024-08-06T06:45Z,OT,LYS,2024-08-06T08,2024-08-06T08,OT,7.0
2024-08-06T06:50Z,DL,ZRH,2024-08-06T07,2024-08-06T08,DL,29.0
2024-08-06T06:55Z,OT,DRS,2024-08-06T07,2024-08-06T07,OT,2.0
2024-08-06T06:55Z,DL,VCE,2024-08-06T08,2024-08-06T08,DL,9.0
2024-08-06T06:55Z,OT,BLL,2024-08-06T08,2024-08-06T08,OT,8.0
2024-08-06T06:55Z,OT,BUD,2024-08-06T08,2024-08-06T08,FE,-10.0
2024-08-06T06:55Z,OT,KRK,2024-08-06T08,2024-08-06T08,OT,12.0
2024-08-06T06:55Z,OT,GVA,2024-08-06T08,2024-08-06T08,FE,-3.0
2024-08-06T07:00Z,OT,HAM,2024-08-06T08,2024-08-06T08,OT,0.0
2024-08-06T07:00Z,OT,LHR,2024-08-06T08,2024-08-06T08,OT,5.0
2024-08-06T07:00Z,DL,BRU,2024-08-06T08,2024-08-06T08,DL,30.0
2024-08-06T07:05Z,OT,WRO,2024-08-06T08,2024-08-06T08,OT,9.0
2024-08-06T07:05Z,OT,SZG,2024-08-06T08,2024-08-06T07,FE,-8.0
2024-08-06T07:05Z,OT,MLA,2024-08-06T09,2024-08-06T09,OT,1.0
2024-08-06T07:05Z,OT,IST,2024-08-06T10,2024-08-06T10,OT,2.0
2024-08-06T07:05Z,OT,POZ,2024-08-06T08,2024-08-06T08,OT,10.0
2024-08-06T07:10Z,OT,HAJ,2024-08-06T08,2024-08-06T08,OT,7.0
2024-08-06T07:10Z,OT,SVQ,2024-08-06T10,2024-08-06T10,OT,4.0
2024-08-06T07:10Z,OT,ESB,2024-08-06T10,2024-08-06T10,FE,-16.0
2024-08-06T07:15Z,OT,MUC,2024-08-06T08,2024-08-06T08,OT,2.0
2024-08-06T07:15Z,DL,MXP,2024-08-06T08,2024-08-06T08,DL,19.0
2024-08-06T07:15Z,OT,HEL,2024-08-06T09,2024-08-06T09,OT,2.0
2024-08-06T07:15Z,OT,AGP,2024-08-06T10,2024-08-06T10,FE,-4.0
2024-08-06T07:15Z,OT,LIS,2024-08-06T10,2024-08-06T10,OT,10.0
2024-08-06T07:20Z,DL,VIE,2024-08-06T08,2024-08-06T08,DL,13.0
2024-08-06T07:25Z,OT,FMO,2024-08-06T08,2024-08-06T08,OT,0.0
2024-08-06T07:25Z,OT,STR,2024-08-06T08,2024-08-06T08,OT,1.0
2024-08-06T07:25Z,OT,AMS,2024-08-06T08,2024-08-06T08,OT,12.0
2024-08-06T07:25Z,DL,ATH,2024-08-06T10,2024-08-06T10,DL,4.0
2024-08-06T07:25Z,OT,LJU,2024-08-06T08,2024-08-06T08,OT,10.0
2024-08-06T07:30Z,OT,GOT,2024-08-06T09,2024-08-06T09,OT,2.0
2024-08-06T07:30Z,OT,CDG,2024-08-06T08,2024-08-06T08,FE,-9.0
2024-08-06T07:30Z,DL,OTP,2024-08-06T09,2024-08-06T09,DL,7.0
2024-08-06T07:35Z,OT,VLC,2024-08-06T10,2024-08-06T10,OT,3.0
2024-08-06T07:35Z,DL,OPO,2024-08-06T10,2024-08-06T10,DL,20.0
2024-08-06T07:40Z,FE,LUX,2024-08-06T08,2024-08-06T08,FE,-4.0
2024-08-06T07:40Z,OT,BRU,2024-08-06T08,2024-08-06T08,FE,-8.0
2024-08-06T07:40Z,DL,MAD,2024-08-06T10,2024-08-06T10,DL,16.0
2024-08-06T07:45Z,OT,BER,2024-08-06T08,2024-08-06T08,OT,2.0
2024-08-06T07:45Z,DL,TLL,2024-08-06T10,2024-08-06T10,DL,17.0
2024-08-06T07:45Z,DL,MAN,2024-08-06T09,2024-08-06T09,DL,16.0
2024-08-06T07:45Z,OT,ZRH,2024-08-06T08,2024-08-06T08,OT,11.0
2024-08-06T07:50Z,OT,VNO,2024-08-06T09,2024-08-06T09,OT,0.0
2024-08-06T07:50Z,OT,BCN,2024-08-06T09,2024-08-06T09,FE,-1.0
2024-08-06T07:50Z,OT,BSL,2024-08-06T08,2024-08-06T08,OT,1.0
2024-08-06T07:55Z,OT,BRE,2024-08-06T08,2024-08-06T08,OT,5.0
2024-08-06T08:00Z,OT,HAM,2024-08-06T09,2024-08-06T09,OT,10.0
2024-08-06T08:00Z,OT,NUE,2024-08-06T08,2024-08-06T08,OT,5.0
2024-08-06T08:00Z,OT,CPH,2024-08-06T09,2024-08-06T09,OT,9.0
2024-08-06T08:00Z,OT,LHR,2024-08-06T09,2024-08-06T09,FE,-12.0
2024-08-06T08:05Z,OT,RIX,2024-08-06T10,2024-08-06T10,OT,5.0
2024-08-06T08:05Z,OT,PRG,2024-08-06T09,2024-08-06T09,FE,-5.0
2024-08-06T08:05Z,OT,SOF,2024-08-06T10,2024-08-06T10,FE,-5.0
2024-08-06T08:05Z,OT,SJJ,2024-08-06T09,2024-08-06T09,OT,3.0
2024-08-06T08:05Z,OT,ZAG,2024-08-06T09,2024-08-06T09,DL,16.0
2024-08-06T08:10Z,OT,NCL,2024-08-06T10,2024-08-06T09,FE,-10.0
2024-08-06T08:15Z,OT,MUC,2024-08-06T09,2024-08-06T09,OT,0.0
2024-08-06T08:20Z,DL,PMI,2024-08-06T10,2024-08-06T10,DL,15.0
2024-08-06T08:20Z,OT,NAP,2024-08-06T10,2024-08-06T10,OT,7.0
2024-08-06T08:20Z,DL,VIE,2024-08-06T09,2024-08-06T10,DL,33.0
2024-08-06T08:25Z,OT,CAI,2024-08-06T12,2024-08-06T12,FE,-13.0
2024-08-06T08:25Z,DL,ARN,2024-08-06T10,2024-08-06T10,DL,26.0
2024-08-06T08:25Z,OT,BGO,2024-08-06T10,2024-08-06T10,OT,5.0
2024-08-06T08:25Z,DL,SVG,2024-08-06T10,2024-08-06T10,DL,12.0
2024-08-06T08:25Z,OT,KRK,2024-08-06T10,2024-08-06T10,OT,3.0
2024-08-06T08:25Z,OT,WAW,2024-08-06T10,2024-08-06T10,FE,-5.0
2024-08-06T08:30Z,OT,IBZ,2024-08-06T10,2024-08-06T10,OT,12.0
2024-08-06T08:35Z,OT,ADB,2024-08-06T11,2024-08-06T11,FE,-14.0
2024-08-06T08:40Z,OT,PMI,2024-08-06T10,2024-08-06T10,FE,-1.0
2024-08-06T08:40Z,OT,FCO,2024-08-06T10,2024-08-06T10,OT,0.0
2024-08-06T08:40Z,OT,TOS,2024-08-06T12,2024-08-06T12,OT,1.0
2024-08-06T08:45Z,OT,BEG,2024-08-06T10,2024-08-06T10,OT,2.0
2024-08-06T08:50Z,OT,LIN,2024-08-06T10,2024-08-06T10,OT,10.0
2024-08-06T08:55Z,DL,JFK,2024-08-06T17,2024-08-06T17,DL,3.0
2024-08-06T09:00Z,OT,BCN,2024-08-06T11,2024-08-06T11,FE,-2.0
2024-08-06T09:05Z,OT,GLA,2024-08-06T11,2024-08-06T10,FE,-11.0
2024-08-06T09:05Z,OT,EDI,2024-08-06T11,2024-08-06T10,FE,-14.0
2024-08-06T09:05Z,OT,LCA,2024-08-06T12,2024-08-06T12,OT,6.0
2024-08-06T09:10Z,OT,KEF,2024-08-06T12,2024-08-06T12,FE,-31.0
2024-08-06T09:10Z,OT,BIO,2024-08-06T11,2024-08-06T11,FE,-9.0
2024-08-06T09:10Z,DL,VIE,2024-08-06T10,2024-08-06T10,DL,20.0
2024-08-06T09:15Z,DL,ABV,2024-08-06T15,2024-08-06T15,DL,15.0
2024-08-06T09:20Z,OT,BOS,2024-08-06T17,2024-08-06T17,OT,7.0
2024-08-06T09:25Z,DL,FNC,2024-08-06T13,2024-08-06T13,DL,4.0
2024-08-06T09:25Z,DL,LOS,2024-08-06T15,2024-08-06T16,DL,13.0
2024-08-06T09:40Z,OT,ACE,2024-08-06T14,2024-08-06T14,OT,5.0
2024-08-06T09:40Z,OT,AYT,2024-08-06T13,2024-08-06T13,FE,-1.0
2024-08-06T09:45Z,DL,BER,2024-08-06T10,2024-08-06T11,DL,5.0
2024-08-06T09:45Z,OT,BHX,2024-08-06T11,2024-08-06T11,OT,7.0
2024-08-06T09:50Z,OT,NCE,2024-08-06T11,2024-08-06T11,OT,7.0
2024-08-06T09:50Z,OT,KRK,2024-08-06T11,2024-08-06T11,OT,8.0
2024-08-06T09:50Z,OT,TIA,2024-08-06T11,2024-08-06T12,OT,6.0
2024-08-06T10:00Z,OT,HRG,2024-08-06T14,2024-08-06T14,OT,2.0
2024-08-06T10:00Z,DL,HAM,2024-08-06T11,2024-08-06T11,DL,9.0
2024-08-06T10:00Z,OT,FCO,2024-08-06T11,2024-08-06T12,OT,13.0
2024-08-06T10:00Z,OT,LHR,2024-08-06T11,2024-08-06T11,OT,3.0
2024-08-06T10:00Z,OT,WAW,2024-08-06T11,2024-08-06T11,OT,0.0
2024-08-06T10:00Z,DL,BEY,2024-08-06T13,2024-08-06T14,DL,35.0
2024-08-06T09:45Z,DL,BER,2024-08-06T10,2024-08-06T11,DL,5.0
2024-08-06T09:50Z,OT,NCE,2024-08-06T11,2024-08-06T11,OT,7.0
2024-08-06T09:50Z,OT,KRK,2024-08-06T11,2024-08-06T11,OT,8.0
2024-08-06T09:50Z,OT,TIA,2024-08-06T11,2024-08-06T12,OT,6.0
2024-08-06T10:00Z,OT,HRG,2024-08-06T14,2024-08-06T14,OT,2.0
2024-08-06T10:00Z,DL,HAM,2024-08-06T11,2024-08-06T11,DL,9.0
2024-08-06T10:00Z,OT,FCO,2024-08-06T11,2024-08-06T12,OT,13.0
2024-08-06T10:00Z,OT,LHR,2024-08-06T11,2024-08-06T11,OT,3.0
2024-08-06T10:00Z,OT,WAW,2024-08-06T11,2024-08-06T11,OT,0.0
2024-08-06T10:00Z,DL,BEY,2024-08-06T13,2024-08-06T14,DL,35.0
2024-08-06T10:05Z,OT,BUD,2024-08-06T11,2024-08-06T11,FE,-1.0
2024-08-06T10:10Z,OT,TFS,2024-08-06T15,2024-08-06T15,OT,3.0
2024-08-06T10:10Z,OT,LJU,2024-08-06T11,2024-08-06T11,OT,12.0
2024-08-06T10:15Z,DL,TRN,2024-08-06T11,2024-08-06T11,DL,16.0
2024-08-06T10:20Z,DL,GVA,2024-08-06T11,2024-08-06T12,DL,75.0
2024-08-06T10:20Z,OT,TLS,2024-08-06T12,2024-08-06T12,FE,-3.0
2024-08-06T10:20Z,OT,FAO,2024-08-06T13,2024-08-06T13,FE,-7.0
2024-08-06T10:20Z,OT,GDN,2024-08-06T11,2024-08-06T11,FE,-1.0
2024-08-06T10:20Z,OT,PRG,2024-08-06T11,2024-08-06T11,OT,10.0
2024-08-06T10:25Z,OT,GOT,2024-08-06T12,2024-08-06T12,OT,9.0
2024-08-06T10:25Z,OT,CDG,2024-08-06T11,2024-08-06T11,FE,-3.0
2024-08-06T10:30Z,OT,MXP,2024-08-06T11,2024-08-06T11,OT,11.0
2024-08-06T10:30Z,OT,VRN,2024-08-06T11,2024-08-06T11,OT,4.0
2024-08-06T10:30Z,DL,FLR,2024-08-06T12,2024-08-06T13,DL,62.0
2024-08-06T10:30Z,DL,VCE,2024-08-06T11,2024-08-06T12,DL,27.0
2024-08-06T10:30Z,OT,CPH,2024-08-06T11,2024-08-06T11,FE,-5.0
2024-08-06T10:30Z,DL,ZAG,2024-08-06T11,2024-08-06T12,DL,28.0
2024-08-06T10:40Z,OT,GRZ,2024-08-06T12,2024-08-06T12,OT,10.0
2024-08-06T10:40Z,DL,KTW,2024-08-06T12,2024-08-06T12,DL,26.0
2024-08-06T10:40Z,DL,BLL,2024-08-06T12,2024-08-06T12,DL,9.0
2024-08-06T10:40Z,DL,AMS,2024-08-06T11,2024-08-06T11,DL,5.0
2024-08-06T10:40Z,OT,LYS,2024-08-06T11,2024-08-06T11,OT,2.0
2024-08-06T10:40Z,OT,POZ,2024-08-06T11,2024-08-06T11,FE,-1.0
2024-08-06T10:45Z,OT,FUE,2024-08-06T15,2024-08-06T15,OT,6.0
2024-08-06T10:50Z,DL,JTR,2024-08-06T13,2024-08-06T15,DL,76.0
2024-08-06T10:50Z,DL,LUX,2024-08-06T11,2024-08-06T12,DL,29.0
2024-08-06T10:50Z,OT,BRE,2024-08-06T11,2024-08-06T11,OT,4.0
2024-08-06T10:50Z,OT,SZG,2024-08-06T11,2024-08-06T11,OT,1.0
2024-08-06T10:50Z,OT,BSL,2024-08-06T11,2024-08-06T11,FE,-6.0
2024-08-06T10:50Z,DL,WRO,2024-08-06T12,2024-08-06T12,DL,3.0
2024-08-06T10:50Z,DL,VIE,2024-08-06T12,2024-08-06T12,DL,11.0
2024-08-06T10:55Z,DL,GVA,2024-08-06T12,2024-08-06T12,DL,28.0
2024-08-06T11:00Z,OT,HAM,2024-08-06T12,2024-08-06T11,FE,-7.0
2024-08-06T11:00Z,DL,HAJ,2024-08-06T11,2024-08-06T11,DL,5.0
2024-08-06T11:00Z,DL,NUE,2024-08-06T11,2024-08-06T12,DL,59.0
2024-08-06T11:00Z,DL,BRU,2024-08-06T12,2024-08-06T12,DL,32.0
2024-08-06T11:00Z,OT,PMI,2024-08-06T13,2024-08-06T13,FE,-5.0
2024-08-06T11:00Z,DL,IST,2024-08-06T14,2024-08-06T14,DL,17.0
2024-08-06T11:10Z,DL,JMK,2024-08-06T14,2024-08-06T15,DL,88.0
2024-08-06T11:10Z,OT,AGA,2024-08-06T15,2024-08-06T15,OT,5.0
2024-08-06T11:15Z,DL,MUC,2024-08-06T12,2024-08-06T12,DL,37.0
2024-08-06T11:15Z,OT,ALC,2024-08-06T13,2024-08-06T14,OT,10.0
2024-08-06T11:20Z,OT,DUS,2024-08-06T12,2024-08-06T12,FE,-4.0
2024-08-06T11:20Z,OT,MAD,2024-08-06T13,2024-08-06T13,FE,-4.0
2024-08-06T11:20Z,DL,BCN,2024-08-06T13,2024-08-06T13,DL,17.0
2024-08-06T11:20Z,DL,LIS,2024-08-06T14,2024-08-06T14,DL,28.0
2024-08-06T11:30Z,OT,LIN,2024-08-06T12,2024-08-06T12,OT,3.0
2024-08-06T11:35Z,OT,STR,2024-08-06T12,2024-08-06T12,FE,-7.0
2024-08-06T11:35Z,DL,MLA,2024-08-06T14,2024-08-06T14,DL,19.0
2024-08-06T11:40Z,FE,LEJ,2024-08-06T12,2024-08-06T12,FE,-6.0
2024-08-06T11:40Z,DL,ARN,2024-08-06T13,2024-08-06T14,DL,31.0
2024-08-06T11:40Z,OT,OSL,2024-08-06T13,2024-08-06T13,OT,10.0
2024-08-06T11:40Z,OT,BHD,2024-08-06T13,2024-08-06T13,FE,-6.0
2024-08-06T11:40Z,OT,VIE,2024-08-06T13,2024-08-06T12,FE,-7.0
2024-08-06T11:50Z,DL,HEL,2024-08-06T14,2024-08-06T14,DL,22.0
2024-08-06T11:50Z,OT,AGP,2024-08-06T14,2024-08-06T14,OT,2.0
2024-08-06T11:50Z,OT,OPO,2024-08-06T14,2024-08-06T14,OT,6.0
2024-08-06T11:50Z,OT,BEG,2024-08-06T13,2024-08-06T13,FE,-18.0
2024-08-06T12:00Z,DL,JSI,2024-08-06T14,2024-08-06T15,DL,58.0
2024-08-06T12:00Z,DL,LHR,2024-08-06T13,2024-08-06T13,DL,14.0
2024-08-06T12:05Z,OT,AYT,2024-08-06T15,2024-08-06T15,OT,3.0
2024-08-06T12:20Z,OT,KGS,2024-08-06T15,2024-08-06T15,DL,26.0
2024-08-06T12:20Z,DL,TLL,2024-08-06T14,2024-08-06T14,DL,16.0
2024-08-06T12:25Z,DL,HER,2024-08-06T15,2024-08-06T15,DL,28.0
2024-08-06T12:25Z,OT,SKG,2024-08-06T14,2024-08-06T14,OT,1.0
2024-08-06T12:30Z,OT,TUN,2024-08-06T14,2024-08-06T15,OT,14.0
2024-08-06T12:30Z,DL,OTP,2024-08-06T14,2024-08-06T14,DL,6.0
2024-08-06T12:45Z,DL,BER,2024-08-06T13,2024-08-06T14,DL,7.0
2024-08-06T12:50Z,OT,SOF,2024-08-06T15,2024-08-06T15,FE,-3.0
2024-08-06T12:55Z,DL,ADB,2024-08-06T16,2024-08-06T16,DL,10.0
2024-08-06T13:00Z,DL,HAM,2024-08-06T14,2024-08-06T14,DL,11.0
2024-08-06T13:00Z,DL,LHR,2024-08-06T14,2024-08-06T14,DL,15.0
2024-08-06T13:00Z,OT,ZRH,2024-08-06T13,2024-08-06T14,OT,5.0
2024-08-06T13:05Z,OT,SMI,2024-08-06T16,2024-08-06T16,FE,-4.0
2024-08-06T13:10Z,OT,VLC,2024-08-06T15,2024-08-06T15,FE,-10.0
2024-08-06T13:15Z,OT,MUC,2024-08-06T14,2024-08-06T14,OT,6.0
2024-08-06T13:25Z,OT,VNO,2024-08-06T15,2024-08-06T15,OT,1.0
2024-08-06T13:40Z,OT,DUB,2024-08-06T15,2024-08-06T15,FE,-2.0
2024-08-06T13:45Z,OT,BER,2024-08-06T14,2024-08-06T14,FE,-2.0
2024-08-06T13:50Z,OT,OLB,2024-08-06T15,2024-08-06T15,OT,13.0
2024-08-06T13:50Z,OT,VIE,2024-08-06T15,2024-08-06T15,FE,-5.0
2024-08-06T14:00Z,DL,LCY,2024-08-06T15,2024-08-06T15,DL,11.0
2024-08-06T14:00Z,OT,HAM,2024-08-06T15,2024-08-06T15,FE,-2.0
2024-08-06T14:00Z,OT,ARN,2024-08-06T16,2024-08-06T15,FE,-9.0
2024-08-06T14:00Z,DL,OSL,2024-08-06T16,2024-08-06T16,DL,9.0
2024-08-06T14:00Z,OT,LHR,2024-08-06T15,2024-08-06T15,FE,-5.0
2024-08-06T14:00Z,DL,LCY,2024-08-06T15,2024-08-06T15,DL,11.0
2024-08-06T14:00Z,OT,HAM,2024-08-06T15,2024-08-06T15,FE,-2.0
2024-08-06T14:00Z,OT,ARN,2024-08-06T16,2024-08-06T15,FE,-9.0
2024-08-06T14:00Z,DL,OSL,2024-08-06T16,2024-08-06T16,DL,9.0
2024-08-06T14:00Z,OT,LHR,2024-08-06T15,2024-08-06T15,FE,-5.0
2024-08-06T14:05Z,OT,BOD,2024-08-06T15,2024-08-06T15,OT,4.0
2024-08-06T14:05Z,OT,BCN,2024-08-06T16,2024-08-06T16,FE,-4.0
2024-08-06T14:05Z,OT,BIO,2024-08-06T16,2024-08-06T16,FE,-5.0
2024-08-06T14:10Z,DL,GVA,2024-08-06T15,2024-08-06T15,DL,21.0
2024-08-06T14:15Z,OT,PMI,2024-08-06T16,2024-08-06T16,OT,1.0
2024-08-06T14:15Z,DL,PSA,2024-08-06T15,2024-08-06T16,DL,39.0
2024-08-06T14:15Z,OT,MUC,2024-08-06T15,2024-08-06T15,OT,2.0
2024-08-06T14:15Z,OT,LIN,2024-08-06T15,2024-08-06T15,OT,6.0
2024-08-06T14:20Z,DL,DBV,2024-08-06T16,2024-08-06T16,DL,39.0
2024-08-06T14:20Z,DL,EDI,2024-08-06T16,2024-08-06T16,DL,15.0
2024-08-06T14:25Z,OT,AMS,2024-08-06T15,2024-08-06T15,OT,7.0
2024-08-06T14:25Z,DL,BRU,2024-08-06T15,2024-08-06T15,DL,7.0
2024-08-06T14:25Z,OT,NTE,2024-08-06T16,2024-08-06T16,OT,8.0
2024-08-06T14:30Z,OT,BLQ,2024-08-06T15,2024-08-06T15,FE,-6.0
2024-08-06T14:30Z,OT,VCE,2024-08-06T15,2024-08-06T15,FE,-11.0
2024-08-06T14:30Z,DL,CDG,2024-08-06T15,2024-08-06T16,DL,15.0
2024-08-06T14:30Z,DL,MRS,2024-08-06T16,2024-08-06T16,DL,8.0
2024-08-06T14:30Z,OT,ZRH,2024-08-06T15,2024-08-06T15,OT,8.0
2024-08-06T14:35Z,DL,BUD,2024-08-06T16,2024-08-06T16,DL,15.0
2024-08-06T14:40Z,OT,GRZ,2024-08-06T16,2024-08-06T15,FE,-3.0
2024-08-06T14:40Z,OT,FLR,2024-08-06T16,2024-08-06T16,OT,1.0
2024-08-06T14:40Z,OT,MXP,2024-08-06T15,2024-08-06T15,FE,-2.0
2024-08-06T14:40Z,OT,MAN,2024-08-06T16,2024-08-06T16,OT,6.0
2024-08-06T14:45Z,OT,BER,2024-08-06T15,2024-08-06T15,FE,-8.0
2024-08-06T14:45Z,OT,GOT,2024-08-06T16,2024-08-06T16,DL,17.0
2024-08-06T14:45Z,FE,NCE,2024-08-06T16,2024-08-06T16,FE,-8.0
2024-08-06T14:45Z,OT,WAW,2024-08-06T16,2024-08-06T16,OT,3.0
2024-08-06T14:50Z,OT,BRE,2024-08-06T15,2024-08-06T15,OT,3.0
2024-08-06T14:50Z,OT,BHX,2024-08-06T16,2024-08-06T16,OT,1.0
2024-08-06T14:50Z,OT,SZG,2024-08-06T15,2024-08-06T15,FE,-4.0
2024-08-06T14:50Z,OT,BSL,2024-08-06T15,2024-08-06T15,DL,16.0
2024-08-06T14:50Z,OT,PRG,2024-08-06T15,2024-08-06T15,OT,7.0
2024-08-06T14:55Z,OT,LYS,2024-08-06T16,2024-08-06T16,FE,-1.0
